"genus_name","family_name","order_name","class_name","phylum_name","kingdom_name"
"Altolamprologus","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Altrichthys","Pomacentridae",,"Actinopteri","Chordata","Metazoa"
"Aluterus","Monacanthidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Alytes","Alytidae","Anura","Amphibia","Chordata","Metazoa"
"Amadina","Estrildidae","Passeriformes","Aves","Chordata","Metazoa"
"Amalocichla","Petroicidae","Passeriformes","Aves","Chordata","Metazoa"
"Amalosia","Diplodactylidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amandava","Estrildidae","Passeriformes","Aves","Chordata","Metazoa"
"Amanses","Monacanthidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Amapasaurus","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amaralia","Aspredinidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Amaroucium","Synoicidae","Aplousobranchia","Ascidiacea","Chordata","Metazoa"
"Amarsipus","Amarsipidae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Amastridium","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amatitlania","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Amaurocichla","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Amaurolimnas","Rallidae","Gruiformes","Aves","Chordata","Metazoa"
"Amaurornis","Rallidae","Gruiformes","Aves","Chordata","Metazoa"
"Amaurospiza","Cardinalidae","Passeriformes","Aves","Chordata","Metazoa"
"Amazilia","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Amazona","Psittacidae","Psittaciformes","Aves","Chordata","Metazoa"
"Amazonetta","Anatidae","Anseriformes","Aves","Chordata","Metazoa"
"Amazonspinther","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Amazonsprattus","Engraulidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Amazophrynella","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Ambassis","Ambassidae",,"Actinopteri","Chordata","Metazoa"
"Ambastaia","Botiidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Ambiserrula","Platycephalidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Ambloplites","Centrarchidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Amblyceps","Amblycipitidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Amblycercus","Icteridae","Passeriformes","Aves","Chordata","Metazoa"
"Amblychaeturichthys","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Amblycirrhitus","Cirrhitidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Amblydoras","Doradidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Amblyeleotris","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Amblygaster","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Amblyglyphidodon","Pomacentridae",,"Actinopteri","Chordata","Metazoa"
"Amblygobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Amblyodipsas","Lamprophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amblyopsis","Amblyopsidae","Percopsiformes","Actinopteri","Chordata","Metazoa"
"Amblyornis","Ptilonorhynchidae","Passeriformes","Aves","Chordata","Metazoa"
"Amblyospiza","Ploceidae","Passeriformes","Aves","Chordata","Metazoa"
"Amblyotrypauchen","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Amblypharyngodon","Danionidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Amblypomacentrus","Pomacentridae",,"Actinopteri","Chordata","Metazoa"
"Amblyraja","Rajidae","Rajiformes","Chondrichthyes","Chordata","Metazoa"
"Amblyramphus","Icteridae","Passeriformes","Aves","Chordata","Metazoa"
"Amblyrhynchichthys","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Amblyrhynchotes","Tetraodontidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Amblyrhynchus","Iguanidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amblysomus","Chrysochloridae",,"Mammalia","Chordata","Metazoa"
"Ambophthalmos","Psychrolutidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Ambystoma","Ambystomatidae","Caudata","Amphibia","Chordata","Metazoa"
"Ameca","Goodeidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Ameerega","Dendrobatidae","Anura","Amphibia","Chordata","Metazoa"
"Ameiurus","Ictaluridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ameiva","Teiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Ameivula","Teiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amerotyphlops","Typhlopidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Ametrida","Phyllostomidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Amia","Amiidae","Amiiformes","Actinopteri","Chordata","Metazoa"
"Amietia","Pyxicephalidae","Anura","Amphibia","Chordata","Metazoa"
"Amissidens","Ariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ammocrypta","Percidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Ammocryptocharax","Crenuchidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Ammodillus","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Ammodramus","Passerellidae","Passeriformes","Aves","Chordata","Metazoa"
"Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Metazoa"
"Ammodytoides","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Metazoa"
"Ammoglanis","Trichomycteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ammolabrus","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Ammomanes","Alaudidae","Passeriformes","Aves","Chordata","Metazoa"
"Ammomanopsis","Alaudidae","Passeriformes","Aves","Chordata","Metazoa"
"Ammonastes","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Ammoperdix","Phasianidae","Galliformes","Aves","Chordata","Metazoa"
"Ammospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Ammospiza","Passerellidae","Passeriformes","Aves","Chordata","Metazoa"
"Ammotragus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Ammotretis","Rhombosoleidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Amniataba","Terapontidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Amnirana","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Amolops","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Amoya","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Ampeliceps","Sturnidae","Passeriformes","Aves","Chordata","Metazoa"
"Ampelioides","Cotingidae","Passeriformes","Aves","Chordata","Metazoa"
"Ampelion","Cotingidae","Passeriformes","Aves","Chordata","Metazoa"
"Ampelornis","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Amphelikturus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Amphiarius","Ariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Amphibolurus","Agamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amphichaetodon","Chaetodontidae","Chaetodontiformes","Actinopteri","Chordata","Metazoa"
"Amphichthys","Batrachoididae","Batrachoidiformes","Actinopteri","Chordata","Metazoa"
"Amphiesma","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amphiesmoides","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amphiglossus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amphilais","Locustellidae","Passeriformes","Aves","Chordata","Metazoa"
"Amphilius","Amphiliidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Amphilophus","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Amphinectomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Amphiprion","Pomacentridae",,"Actinopteri","Chordata","Metazoa"
"Amphisbaena","Amphisbaenidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amphispiza","Passerellidae","Passeriformes","Aves","Chordata","Metazoa"
"Amphistichus","Embiotocidae",,"Actinopteri","Chordata","Metazoa"
"Amphiuma","Amphiumidae","Caudata","Amphibia","Chordata","Metazoa"
"Amplorhinus","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Amsichthys","Pseudochromidae",,"Actinopteri","Chordata","Metazoa"
"Amyda","Trionychidae","Testudines",,"Chordata","Metazoa"
"Amytornis","Maluridae","Passeriformes","Aves","Chordata","Metazoa"
"Anabacerthia","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Anabarilius","Xenocyprididae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Anabas","Anabantidae","Anabantiformes","Actinopteri","Chordata","Metazoa"
"Anabathmis","Nectariniidae","Passeriformes","Aves","Chordata","Metazoa"
"Anabazenops","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Anableps","Anablepidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Anablepsoides","Rivulidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Anacanthobatis","Anacanthobatidae","Rajiformes","Chondrichthyes","Chordata","Metazoa"
"Anacanthus","Monacanthidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Anadia","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anadoras","Doradidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Anaecypris","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Anairetes","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Anampses","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Anaora","Callionymidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Anaplectes","Ploceidae","Passeriformes","Aves","Chordata","Metazoa"
"Anarchias","Muraenidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Anarchopterus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Anarhichas","Anarhichadidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Anarhynchus","Charadriidae","Charadriiformes","Aves","Chordata","Metazoa"
"Anarrhichthys","Anarhichadidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Anas","Anatidae","Anseriformes","Aves","Chordata","Metazoa"
"Anaspidoglanis","Auchenoglanididae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Anastomus","Ciconiidae","Ciconiiformes","Aves","Chordata","Metazoa"
"Anathana","Tupaiidae","Scandentia","Mammalia","Chordata","Metazoa"
"Anatolichthys","Aphaniidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Anatololacerta","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anaxyrus","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Ancherythroculter","Xenocyprididae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Anchichoerops","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Anchoa","Engraulidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Anchovia","Engraulidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Anchoviella","Engraulidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Ancistomus","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ancistrogobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Ancistrops","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Ancistrus","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ancylopsetta","Paralichthyidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Andalgalomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Andamia","Blenniidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Andeancistrus","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Andersonia","Amphiliidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Andigena","Ramphastidae","Piciformes","Aves","Chordata","Metazoa"
"Andinoacara","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Andinobates","Dendrobatidae","Anura","Amphibia","Chordata","Metazoa"
"Andinomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Andinophryne","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Andinosaura","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Andrias","Cryptobranchidae","Caudata","Amphibia","Chordata","Metazoa"
"Andriashevia","Zoarcidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Androdon","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Andromakhe","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Androngo","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Andropadus","Pycnonotidae","Passeriformes","Aves","Chordata","Metazoa"
"Androphobus","Cinclosomatidae","Passeriformes","Aves","Chordata","Metazoa"
"Anduzedoras","Doradidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Aneides","Plethodontidae","Caudata","Amphibia","Chordata","Metazoa"
"Anelytropsis","Dibamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anematichthys","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Anepischetosia","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anguilla","Anguillidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Anguis","Anguidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anhima","Anhimidae","Anseriformes","Aves","Chordata","Metazoa"
"Anhinga","Anhingidae","Pelecaniformes","Aves","Chordata","Metazoa"
"Anhydrophryne","Pyxicephalidae","Anura","Amphibia","Chordata","Metazoa"
"Anilany","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Anilios","Typhlopidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anilius","Aniliidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anisarchus","Stichaeidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Anisognathus","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Anisolepis","Leiosauridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anisomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Anisotremus","Haemulidae","Lutjaniformes","Actinopteri","Chordata","Metazoa"
"Annamia","Gastromyzontidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Annamia Hora, 1932","Gastromyzontidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Anniella","Anniellidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anodonthyla","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Anodontiglanis","Plotosidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Anodontostoma","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Anodorhynchus","Psittacidae","Psittaciformes","Aves","Chordata","Metazoa"
"Anodus","Hemiodontidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Anolis","Dactyloidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anomalochromis","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Anomaloglossus","Dendrobatidae","Anura","Amphibia","Chordata","Metazoa"
"Anomalops","Anomalopidae","Trachichthyiformes","Actinopteri","Chordata","Metazoa"
"Anomalopteryx","Emeidae","Dinornithiformes","Aves","Chordata","Metazoa"
"Anomalopus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anomalospiza","Passeridae","Passeriformes","Aves","Chordata","Metazoa"
"Anomalurus","Anomaluridae","Rodentia","Mammalia","Chordata","Metazoa"
"Anomochilus","Anomochilidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anopetia","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Anoplagonus","Agonidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Anoplarchus","Stichaeidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Anoplocapros","Aracanidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Anoplogaster","Anoplogasteridae","Trachichthyiformes","Actinopteri","Chordata","Metazoa"
"Anoplopoma","Anoplopomatidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Anorrhinus","Bucerotidae","Bucerotiformes","Aves","Chordata","Metazoa"
"Anostomoides","Anostomidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Anostomus","Anostomidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Anotheca","Hylidae","Anura","Amphibia","Chordata","Metazoa"
"Anotomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Anotopterus","Alepisauridae","Aulopiformes","Actinopteri","Chordata","Metazoa"
"Anotosaura","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Anoura","Phyllostomidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Anourosorex","Soricidae","Eulipotyphla","Mammalia","Chordata","Metazoa"
"Anous","Laridae","Charadriiformes","Aves","Chordata","Metazoa"
"Anoxypristis","Pristidae","Rhinopristiformes","Chondrichthyes","Chordata","Metazoa"
"Anser","Anatidae","Anseriformes","Aves","Chordata","Metazoa"
"Anseranas","Anseranatidae","Anseriformes","Aves","Chordata","Metazoa"
"Ansonia","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Antaioserpens","Elapidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Antaresia","Pythonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Antechinomys","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Metazoa"
"Antechinus","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Metazoa"
"Antennablennius","Blenniidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Antennarius","Antennariidae","Lophiiformes","Actinopteri","Chordata","Metazoa"
"Antennatus","Antennariidae","Lophiiformes","Actinopteri","Chordata","Metazoa"
"Anthias","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Anthipes","Muscicapidae","Passeriformes","Aves","Chordata","Metazoa"
"Anthobaphes","Nectariniidae","Passeriformes","Aves","Chordata","Metazoa"
"Anthocephala","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Anthochaera","Meliphagidae","Passeriformes","Aves","Chordata","Metazoa"
"Anthops","Hipposideridae","Chiroptera","Mammalia","Chordata","Metazoa"
"Anthornis","Meliphagidae","Passeriformes","Aves","Chordata","Metazoa"
"Anthoscopus","Paridae","Passeriformes","Aves","Chordata","Metazoa"
"Anthracoceros","Bucerotidae","Bucerotiformes","Aves","Chordata","Metazoa"
"Anthracothorax","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Anthreptes","Nectariniidae","Passeriformes","Aves","Chordata","Metazoa"
"Anthropoides","Gruidae","Gruiformes","Aves","Chordata","Metazoa"
"Anthus","Motacillidae","Passeriformes","Aves","Chordata","Metazoa"
"Antidorcas","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Antigone","Gruidae","Gruiformes","Aves","Chordata","Metazoa"
"Antigonia","Caproidae","Caproiformes","Actinopteri","Chordata","Metazoa"
"Antilligobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Antillomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Antillotyphlops","Typhlopidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Antilocapra","Antilocapridae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Antilope","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Antilophia","Pipridae","Passeriformes","Aves","Chordata","Metazoa"
"Antimora","Moridae","Gadiformes","Actinopteri","Chordata","Metazoa"
"Antrostomus","Caprimulgidae","Caprimulgiformes","Aves","Chordata","Metazoa"
"Antrozous","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Anumbius","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Anurolimnas","Rallidae","Gruiformes","Aves","Chordata","Metazoa"
"Anurophasis","Phasianidae","Galliformes","Aves","Chordata","Metazoa"
"Anyperodon","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Aonyx","Mustelidae","Carnivora","Mammalia","Chordata","Metazoa"
"Aorichthys","Bagridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Aotus","Aotidae","Primates","Mammalia","Chordata","Metazoa"
"Apagesoma","Ophidiidae","Ophidiiformes","Actinopteri","Chordata","Metazoa"
"Apalharpactes","Trogonidae","Trogoniformes","Aves","Chordata","Metazoa"
"Apalis","Cisticolidae","Passeriformes","Aves","Chordata","Metazoa"
"Apaloderma","Trogonidae","Trogoniformes","Aves","Chordata","Metazoa"
"Apalone","Trionychidae","Testudines",,"Chordata","Metazoa"
"Apalopteron","Zosteropidae","Passeriformes","Aves","Chordata","Metazoa"
